fitmethod,antigenicdist,aaver,adjver,featureType,protein_name,serum,lower,Median,upper
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2011/00209/11,0.06554391337537571,0.17420087687352184,0.25895545216982396
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2011/00323/11,1.3962955020693517,1.4220618641025489,1.4525701832733815
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2011/01035/11,1.1005605931087599,1.1216256546675942,1.1625964086574307
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2011/01278/11,0.8726271986220729,0.9259157631793716,0.974905984979589
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2012/00608/12,0.7909737415629028,0.8297784188165245,0.8905023058649351
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2012/00817/12,0.5121023548478936,0.5570080530670467,0.612567907598816
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2012/01094/12,0.5703341492863543,0.5977069164869452,0.6383609529188041
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2012/01106/12,0.2275700556758799,0.2531453720709621,0.29216207397083427
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2013/00065/13,0.04146241642203999,0.11264130458727722,0.18327078372489866
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2013/00693/13,0.6572965730653032,0.7031038435120192,0.7494828159758038
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2013/00695/13,0.5318890153873312,0.5805409468933744,0.6557963442916327
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2013/00910/13,0.4986046986774368,0.5254711426480715,0.558007012100399
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2014/00146/14,0,0.015866341861964152,0.050466041645111606
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2014/00560/14,0,0,0.03871328617837223
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2014/00654/14,0.4491763669468501,0.5068692272946287,0.5533660873684563
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV3/THAILAND/2014/00739/14,0.7348312040345761,0.7594015901812419,0.7936799935461001
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV4/THAILAND/1994/00329/94,0.3239173510677376,0.3761617654103113,0.4336515683586322
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV4/THAILAND/1994/00615/94,0.260460096857978,0.3113349612597741,0.3528030920354578
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV4/THAILAND/1995/00036/95,0.8268817202000817,1.0108592562633125,1.1431336585731833
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV4/THAILAND/1995/00241/95,0,0,0
nnls,thai_map,AA_NS2A_beyondE,adj_envelope,aasub,subset,DENV4/THAILAND/1995/00425/95,0.2816860056141792,0.3865489630528472,0.46466061380700463
